200000000000	0.004516
200000000000	0.004516
200000000000	0.0006048
200000000000	0.004516
200000000000	0.0006048
200000000000	0.0006048
200000000000	0.001774
200000000000	0.004516
200000000000	0.0006048
200000000000	0.0006048
200000000000	0.001774
200000000000	0.004516
200000000000	0.001774
200000000000	0.001774
200000000000	0.004516
200000000000	0.004516
200000000000	0.0006048
200000000000	0.004516
200000000000	0.0006048
200000000000	0.0006048
200000000000	0.001774
200000000000	0.004516
200000000000	0.0006048
200000000000	0.0006048
200000000000	0.001774
200000000000	0.004516
200000000000	0.001774
